12 5 4
136 54 65 28
9 68 67 14039
77 54 72 224
78 60 1 5620
76 55 75 871
27 61 63 7740
117 107 49 11596
14 57 61 9589
50 57 61 3932
3 47 104 6662
37 63 62 1299
120 -8 66 19072
14 81 29 8470
26 69 59 3018
73 48 29 719
67 44 83 2005
80 50 60
1000 15 999
-120 203 136 40
-121 203 170 27
-102 186 60 12
-119 209 53 28
-120 202 123 32
-124 223 68 28
-120 203 135 44
-157 272 93 71
-101 183 60 23
-120 202 115 23
-116 246 66 18
-114 209 29 73
-126 220 64 13
-119 201 51 3
-120 202 121 25
-141 258 90 25
-68 170 9 27
-120 202 93 40
-119 201 62 8
-118 223 58 23
-164 266 7 53
-121 217 66 7
-117 224 58 4
-121 203 148 72
-120 201 63 31
-142 262 91 6
-129 211 45 49
-116 205 24 27
-121 203 156 79
-117 239 63 40
-120 202 113 36
-121 214 63 4
-148 258 87 47
-118 206 46 4
-96 179 30 9
-122 225 70 23
-143 257 88 70
-118 213 55 7
-121 204 164 19
-134 214 39 19
-116 244 66 27
-130 215 43 25
-143 258 91 36
-144 265 96 18
-157 276 96 18
-118 205 46 3
-111 196 44 6
-134 220 40 27
-120 203 154 27
-53 158 -5 80
-120 202 107 3
-113 197 45 50
-160 244 27 23
-120 203 141 56
-176 269 7 55
-121 204 172 24
-131 224 67 48
-103 228 -61 19
-97 236 -36 52
-120 203 150 58
-150 233 35 28
-124 227 74 7
-143 221 34 19
-187 270 12 48
-122 207 55 5
-174 268 15 39
-121 204 162 35
-129 221 63 36
-120 203 155 98
-151 235 30 18
-111 216 -14 59
-140 247 77 19
-116 207 36 34
-77 134 0 48
-121 228 74 35
-124 223 69 20
-141 258 86 8
-177 264 20 30
-136 248 78 48
-152 230 28 32
-127 208 44 43
-150 289 101 28
-119 201 66 8
-117 205 38 49
-106 223 -55 14
-104 190 37 49
-119 202 49 3
-120 201 70 67
-116 239 67 19
-118 206 47 3
-114 197 53 8
-154 231 29 7
-150 282 96 32
-107 220 -39 12
-120 226 59 19
-103 184 61 25
-150 268 98 9
-121 211 61 7
-158 244 17 12
-148 286 99 34
-145 256 82 22
-127 222 64 3
-121 203 155 7
-121 225 74 33
-140 249 80 41
-120 201 72 46
-163 247 24 5
-157 238 32 15
-130 209 45 5
-129 208 44 51
-160 240 27 34
-144 251 85 27
-120 201 70 5
-153 259 90 29
-115 208 31 59
-151 284 108 44
-137 226 37 6
-141 227 34 29
-136 244 76 20
-136 250 81 27
-124 210 56 50
-106 222 -65 24
-120 201 71 27
-149 235 30 40
-117 204 40 62
-132 214 42 34
-159 242 21 57
-135 216 40 3
-96 178 65 12
-146 275 95 61
-150 272 95 69
-152 250 18 47
-96 181 31 3
-130 210 42 20
-142 266 89 79
-111 197 55 3
-119 201 51 3
-140 247 84 38
-120 202 127 53
-172 270 9 93
-120 203 145 84
-144 251 84 30
-88 151 8 35
-153 278 103 51
-120 202 90 20
-117 205 29 13
-125 212 58 37
-121 209 57 13
-120 202 105 29
-162 261 17 17
-138 219 39 20
-145 256 86 58
-121 203 167 61
-98 188 63 15
-160 281 106 39
-122 222 67 26
-97 235 -36 81
-121 203 164 44
-119 201 54 3
-121 203 154 5
-120 201 85 53
-104 193 58 19
-69 146 5 23
-125 218 63 33
-141 277 103 26
-119 211 54 23
-152 237 27 3
-102 231 -54 93
-156 266 96 77
-127 211 45 55
-144 273 101 74
-152 265 94 20
-175 264 19 16
-120 201 62 59
-157 277 96 56
-93 182 67 36
-141 241 78 18
-132 241 77 26
-139 247 78 42
-161 251 12 12
-119 201 60 8
-120 201 64 50
-120 201 67 46
-163 254 13 71
-122 221 66 5
-79 136 0 51
-66 147 10 32
-139 226 39 31
-144 260 86 59
-121 204 179 48
-133 214 43 40
-120 201 82 35
-124 229 76 12
-121 223 71 28
-141 254 82 41
-174 251 20 56
-160 253 12 43
-139 268 94 54
-112 190 42 36
-121 203 151 22
-67 164 13 12
-182 258 9 56
-158 281 101 82
-72 154 3 12
-160 249 13 65
-118 203 41 70
-151 248 28 60
-179 274 17 54
-144 235 32 35
-58 165 -4 32
-108 191 41 24
-89 174 31 7
-96 240 -67 28
-120 202 94 42
-155 269 95 21
-138 252 86 5
-179 277 11 32
-124 215 60 42
-135 231 69 11
-116 206 21 19
-104 226 -57 48
-115 246 66 16
-121 203 151 48
-162 280 107 60
-119 209 54 3
-135 233 73 32
-167 267 12 89
-147 259 89 22
-120 201 70 58
-113 197 54 3
-137 263 92 21
-161 275 99 29
-74 166 15 51
-150 269 93 80
-161 251 21 57
-170 263 7 56
-168 256 24 15
-119 201 67 11
-126 210 44 45
-118 203 37 85
-121 208 57 13
-152 264 88 6
-113 211 11 33
-172 254 23 12
-120 201 61 59
-98 177 29 28
-120 203 53 10
-129 210 45 15
-150 241 22 55
-109 185 36 5
-120 202 94 12
-119 244 66 36
-120 203 142 88
-164 239 21 39
-102 184 34 42
-109 218 7 23
-97 185 65 21
-119 201 54 3
-83 141 -1 74
-111 214 11 50
-113 193 55 3
-146 228 29 29
-118 242 66 9
-102 228 -39 21
-176 248 17 27
-121 223 70 23
-175 261 18 20
-144 262 88 28
-123 208 55 41
-114 208 27 35
-156 269 98 62
-131 230 69 37
-121 203 168 34
-153 230 26 33
-140 258 87 38
-120 201 79 7
-178 274 15 79
-90 171 27 3
-116 205 30 7
-151 232 30 28
-120 201 85 31
-156 280 103 89
-117 205 34 69
-151 262 95 68
-95 161 27 23
-121 211 60 15
-112 197 55 10
-120 207 56 13
-150 268 96 20
-120 201 65 20
-118 203 39 75
-109 191 56 4
-140 247 80 45
-110 214 18 59
-132 215 42 16
-104 227 -55 16
-121 203 140 18
-141 253 86 44
-119 236 64 3
-117 205 31 28
-119 223 58 3
-117 239 66 27
-137 224 38 29
-95 179 31 3
-165 241 24 25
-140 249 83 23
-120 201 62 66
-120 207 57 10
-156 241 19 28
-95 186 61 25
-190 259 4 61
-130 212 44 45
-121 204 165 60
-187 257 0 67
-95 235 -46 34
-160 246 19 48
-120 202 90 28
-151 270 93 50
-121 207 57 7
-121 203 143 68
-156 266 94 82
-121 203 143 58
-117 204 41 85
-121 203 146 85
-121 203 160 11
-119 201 51 3
-121 215 63 10
-171 260 22 16
-128 225 64 19
-155 278 96 35
-169 263 5 16
-171 262 12 81
-121 209 58 3
-158 270 96 38
-111 214 -3 35
-114 209 11 46
-120 203 144 38
-116 230 61 3
-126 215 61 7
-119 207 53 19
-113 211 9 19
-119 201 55 3
-92 166 28 41
-95 186 63 8
-153 277 99 83
-119 201 55 3
-117 206 46 3
-158 276 105 45
-156 247 27 44
-169 273 16 44
-117 231 61 3
-121 221 68 16
-66 157 11 76
-151 241 25 29
-110 192 57 7
-141 221 33 46
-105 223 -29 82
-149 272 97 49
-139 223 36 31
-171 264 10 44
-114 245 69 25
-121 203 137 35
-121 203 160 62
-152 236 29 11
-115 198 53 14
-108 189 39 41
-149 230 28 38
-120 202 123 11
-115 243 69 23
-121 218 66 24
-164 255 24 57
-116 205 25 66
-79 143 15 47
-111 187 39 16
-118 205 47 3
-55 158 9 80
-93 170 20 24
-102 231 -47 18
-113 193 45 49
-108 220 -33 24
-139 246 84 34
-120 201 85 33
-137 259 90 53
-120 201 76 52
-151 271 97 72
-175 261 20 37
-133 215 39 38
-95 168 20 12
-153 268 97 88
-130 228 67 15
-134 244 77 35
-159 233 30 27
-180 264 12 24
-166 260 13 51
-137 240 75 3
-144 271 93 72
-164 256 19 42
-139 221 37 43
-124 209 56 55
-104 223 -41 51
-119 201 57 4
-122 207 55 40
-155 278 106 43
-101 181 32 26
-120 201 63 18
-130 212 45 10
-170 247 16 72
-158 242 21 14
-118 216 57 15
-144 271 93 39
-120 202 117 60
-122 222 69 3
-159 249 21 55
-101 228 -64 25
-119 201 55 3
-85 180 23 12
-100 230 -25 38
-123 208 56 60
-134 234 71 4
-152 268 96 24
-126 219 62 19
-152 270 96 63
-140 255 83 47
-89 181 31 35
-120 203 129 73
-153 243 18 54
-119 201 57 3
-156 248 29 30
-123 213 61 15
-137 219 36 43
-118 242 66 27
-152 272 97 25
-121 221 69 8
-121 204 180 48
-130 222 66 26
-141 248 80 9
-122 222 67 14
-110 215 9 25
-127 221 64 28
-146 234 26 44
-131 236 73 5
-122 213 60 16
-101 230 -69 52
-120 203 145 4
-141 248 83 23
-150 235 31 4
-133 217 41 40
-122 227 73 12
-115 209 29 69
-123 220 68 16
-139 240 76 44
-167 254 20 29
-116 198 52 10
-73 151 8 12
-104 186 61 23
-128 219 63 22
-112 214 -16 42
-152 265 100 52
-93 158 16 23
-107 183 36 17
-120 202 112 34
-157 240 18 12
-109 216 -38 40
-173 246 8 64
-134 218 38 53
-96 234 -53 20
-146 277 95 66
-120 202 110 25
-76 141 -5 66
-120 203 129 44
-120 202 92 49
-121 204 173 24
-121 203 137 56
-160 280 107 99
-124 212 57 9
-119 201 55 3
-120 209 58 20
-120 208 58 3
-182 264 7 81
-84 166 16 56
-122 228 75 32
-121 204 166 70
-120 201 67 83
-121 203 156 89
-137 236 75 8
-165 266 12 56
-121 203 160 68
-99 234 -44 84
-104 222 -3 51
-70 144 3 55
-141 232 34 31
-107 192 42 16
-172 251 16 40
-123 210 57 23
-158 258 17 19
-134 214 39 54
-121 203 162 89
-166 241 18 50
-141 248 81 60
-124 208 56 37
-83 157 28 5
-119 201 50 19
-166 157 61 5
-131 173 32 13
-102 182 50 75
-128 277 62 45
-186 230 68 7
-95 233 70 16
-78 157 72 7
-104 173 -42 75
-132 217 63 67
-119 200 49 85
-99 192 88 55
-160 218 84 78
-126 216 71 15
-134 215 91 13
-76 195 7 26
-119 199 52 55
-121 197 50 90
-117 201 54 6
-136 253 39 68
-118 201 54 64
-124 200 26 67
-61 181 27 48
-141 163 -33 62
-79 279 29 50
-133 228 52 14
-105 217 15 39
-61 143 98 12
-120 208 101 51
-119 200 72 75
-78 192 -19 45
-108 203 44 24
-147 198 30 50
-119 201 68 78
-59 237 11 54
-136 216 -30 81
-119 188 43 49
-151 210 101 50
-105 163 118 23
-120 200 41 78
-89 139 121 18
-71 220 103 6
-156 224 9 11
-123 204 40 94
-121 200 48 46
-120 172 -23 32
-67 213 -18 5
-115 197 52 33
-98 196 22 66
-71 158 24 5
-137 204 113 8
-123 204 87 39
-205 210 40 42
-50 189 43 58
-119 218 16 89
-125 195 50 57
-143 193 98 38
-111 201 93 90
-40 232 81 47
-170 244 -18 49
-145 201 54 48
-106 277 24 21
-174 205 45 79
-110 201 41 87
-120 198 30 22
-108 118 83 8
-118 195 46 78
-122 199 60 77
-120 200 134 80
-127 205 57 75
-120 201 75 31
-155 135 115 83
-112 204 -38 24
-151 194 49 32
-98 230 -6 30
-120 143 63 10
-126 217 64 74
-125 196 10 78
-97 233 96 48
-134 196 66 83
-97 204 138 73
-144 186 143 99
-135 207 -14 6
-122 188 149 73
-118 184 0 5
-122 194 43 14
-64 191 -28 21
-107 205 61 71
-111 227 99 35
-106 190 77 53
-131 177 109 12
-99 188 113 98
-116 202 48 74
-116 211 1 87
-120 210 4 77
-122 221 9 5
-120 205 37 5
-200 205 91 41
-124 203 52 18
-145 257 11 86
-149 163 91 44
-118 200 69 72
-191 153 82 31
-83 209 95 61
-208 208 64 11
-52 245 31 64
-177 198 86 81
-107 133 115 34
-138 204 55 31
-100 220 17 25
-44 166 96 26
-88 212 37 64
-118 209 -45 38
-148 229 -35 39
-153 195 48 64
-89 160 112 37
-218 213 47 63
-96 188 -12 7
-124 211 135 56
-135 191 -2 59
-72 176 88 72
-148 191 34 62
-145 284 37 77
-107 208 60 21
-108 195 29 58
-107 187 86 63
-104 209 -37 71
-54 209 2 78
-125 248 95 9
-119 197 50 29
-126 182 79 87
-129 205 -13 8
-116 198 48 53
-124 200 117 82
-101 184 -3 34
-120 199 55 86
-113 206 91 36
-145 186 88 29
-94 190 -2 6
-132 219 26 93
-111 213 86 79
-86 227 -40 44
-157 191 58 73
-138 244 -23 33
-104 185 122 65
-117 186 70 89
-121 204 -27 34
-136 201 30 41
-161 180 66 99
-150 218 34 98
-116 244 58 10
-116 204 47 81
-133 198 135 78
-81 251 85 93
-117 249 44 45
-167 166 87 95
-49 143 18 54
-139 210 64 78
-115 199 59 93
-113 248 102 82
-120 200 -8 83
-132 272 106 37
-96 160 80 84
-180 136 31 46
-122 197 37 84
-151 118 32 11
-85 225 36 58
-153 156 -10 95
-111 246 40 73
-83 160 68 24
-77 179 -2 72
-119 200 54 66
-105 221 146 30
-111 209 49 69
-120 200 52 82
-141 241 2 60
-114 198 48 93
-120 197 71 73
-117 222 25 99
-139 188 50 41
-118 196 37 51
-203 165 47 63
-211 188 54 77
-86 205 -14 5
-154 234 23 89
-133 196 -32 95
-42 228 30 27
-121 195 57 43
-123 208 64 82
-64 260 48 25
-118 198 -29 5
-161 178 112 8
-131 184 44 75
-158 218 44 50
-175 201 84 35
-121 175 64 78
-137 206 116 31
-116 201 146 41
-156 224 8 48
-128 215 60 5
-161 154 -15 72
-126 200 -12 6
-178 209 9 70
-141 170 -14 90
-99 187 29 65
-140 193 94 88
-121 200 101 59
-102 159 50 80
-90 206 -20 12
-75 133 105 45
-93 200 42 88
-162 179 89 31
-128 198 81 69
-120 222 53 59
-117 189 22 5
-178 249 32 96
-112 201 73 52
-122 158 124 34
-82 179 -9 70
-193 188 4 93
-132 167 -34 98
-121 204 55 5
-108 243 22 27
-110 223 43 27
-148 192 0 20
-88 144 111 64
-113 209 21 5
-138 203 -41 38
-110 248 40 12
-122 201 5 23
-119 199 46 59
-114 202 17 21
-122 208 12 57
-113 240 79 73
-121 201 55 99
-163 125 55 42
-90 247 -5 89
-119 204 49 5
-145 264 108 75
-115 193 48 5
-98 233 49 21
-122 220 -10 37
-100 194 141 52
-111 179 142 92
-113 208 70 93
-112 206 45 5
-124 196 21 80
-128 213 149 47
-125 213 128 23
-105 210 59 66
-117 195 -10 36
-49 179 -14 81
-127 207 44 5
-120 204 -33 77
-106 157 49 97
-93 238 105 71
-45 260 45 69
-153 148 71 77
-93 169 81 39
-72 273 72 6
-105 236 83 67
-143 183 2 52
-119 199 98 90
-111 188 70 80
-120 201 42 57
-145 256 20 18
-109 200 79 89
-103 202 82 13
-121 184 99 74
-110 187 54 74
-134 222 54 6
-82 164 -14 89
-62 184 107 98
-125 205 64 64
-75 233 33 59
-124 206 44 41
-124 173 68 53
-120 201 49 43
-68 188 16 71
-109 206 53 63
-161 217 70 5
-109 195 79 35
-109 207 29 12
-116 203 50 47
-110 185 77 95
-119 203 69 54
-160 227 37 65
-100 119 64 79
-117 196 44 39
-123 181 52 7
-183 205 99 24
-129 217 80 51
-81 190 -12 54
-124 196 40 99
-146 203 50 74
-115 146 92 84
-109 202 56 35
-72 204 29 43
-87 194 -3 35
-91 218 76 42
-81 156 12 44
-89 187 64 82
-101 236 52 77
-169 251 50 88
-191 246 55 44
-109 246 97 72
-149 171 31 52
-140 250 89 71
-117 159 -24 18
-115 200 -25 63
-157 148 53 45
-119 198 54 5
-86 170 36 16
-112 240 74 21
-120 198 49 48
-114 201 45 13
-123 190 41 37
-37 167 94 38
-107 191 71 5
-119 200 91 73
-116 199 50 68
-121 195 28 60
-126 210 59 76
-120 201 48 12
-119 200 -48 24
-151 196 55 13
-131 219 39 88
-215 215 21 60
-128 171 -22 60
-115 198 36 29
-112 218 97 73
-122 192 68 56
-129 271 69 44
-72 265 43 37
-122 199 58 34
-128 170 -3 40
-128 231 72 52
-175 265 56 47
-116 247 90 70
-117 201 50 54
-170 253 30 74
-121 206 52 85
-122 181 63 71
-120 103 28 11
-139 216 3 71
-107 220 58 57
-181 173 64 80
-99 256 52 75
-58 199 -8 31
-85 221 66 71
-136 190 76 5
-63 190 115 25
-120 212 57 83
-64 161 72 90
-87 188 13 68
-120 201 36 33
-122 201 63 53
-89 198 106 9
-97 177 129 73
-129 190 43 27
-121 215 35 70
-167 241 54 85
-121 215 -19 11
-111 200 -39 6
-118 204 50 76
-106 285 93 35
-120 200 41 78
-112 181 93 97
-110 202 -14 12
-86 186 -24 26
-169 171 34 16
-176 154 115 47
-122 193 76 22
-141 210 106 92
-50 143 88 40
-87 216 4 8
-100 197 30 44
-157 154 87 73
-127 195 149 42
-119 226 2 99
-128 233 23 56
-120 203 54 34
-116 211 51 58
-156 204 53 47
-108 201 51 91
-149 166 80 68
-130 183 98 47
-111 191 38 76
-125 208 50 29
-100 234 23 88
-42 210 39 53
-127 240 35 93
-126 202 56 5
-139 150 -16 32
-167 161 129 9
-115 205 111 25
-116 203 49 55
-126 271 90 49
-100 182 140 34
-119 200 49 5
-121 191 110 11
-114 244 35 23
-90 165 98 44
-126 184 75 90
-141 213 -32 17
-141 200 66 35
-106 271 50 86
-144 296 53 29
-127 243 94 24
-35 204 90 95
-113 235 20 9
-123 216 117 12
-85 173 96 35
-89 244 78 81
-138 182 57 64
-135 215 55 89
-154 186 24 18
-118 207 123 16
-56 189 -11 86
-122 125 67 43
-109 271 74 5
-165 159 61 8
-197 143 51 32
-132 197 144 85
-110 217 50 33
-60 145 62 5
-184 248 48 14
-159 238 77 48
-122 172 71 12
-32 244 66 48
-118 198 53 39
-144 199 48 12
-127 198 39 50
-121 201 43 14
-184 238 93 38
-121 239 24 89
-100 193 39 53
-120 201 91 58
-90 244 47 25
-129 195 57 76
-94 215 78 54
-113 141 64 54
-61 224 114 72
-96 228 63 73
-149 156 45 30
-130 101 59 48
-119 203 51 43
-108 242 51 5
-102 183 75 89
-163 190 77 64
-115 225 -6 15
-153 204 27 28
-116 217 11 39
-117 170 92 32
-111 200 30 47
-44 230 32 44
-105 213 10 53
-153 145 4 5
-143 237 45 71
-123 204 51 54
-102 183 22 29
-90 203 3 68
-111 209 -47 29
-86 214 -19 5
-89 187 91 77
-95 225 33 87
-147 184 130 45
-133 207 126 78
-126 191 58 70
-100 201 97 43
-123 206 41 41
-70 207 57 85
-109 242 53 39
-115 197 48 28
-155 235 113 75
-118 201 55 5
-112 204 44 53
-121 203 65 12
-111 191 -2 42
-101 172 38 96
-99 204 103 54
-106 208 73 36
-60 256 17 50
-132 182 52 38
-118 200 76 16
-89 167 51 31
-111 188 52 80
-188 230 14 29
-119 177 67 5
-110 214 82 61
-119 206 43 79
-168 163 -13 15
-141 245 46 60
-133 197 56 7
-125 189 98 28
-162 176 42 46
-151 195 119 31
-116 174 52 53
-134 229 -40 5
-143 259 89 11604
-149 266 93 14846
-163 253 19 22781
-118 205 47 144
-102 228 -43 26788
-119 201 63 385
-170 253 16 23750
-75 157 12 15157
-119 201 55 15
-123 222 68 2256
-121 203 151 21961
-97 186 62 2530
-122 224 72 1721
-117 237 64 5695
-119 201 59 127
-120 200 50
2000 15 1999
53 -92 36 6
62 -83 99 60
114 -120 43 27
121 -37 30 17
82 -110 13 28
108 -65 41 14
89 -96 66 40
144 -174 23 74
93 -106 37 13
96 -121 45 13
55 -139 85 12
61 -152 89 68
85 -112 19 31
107 -72 41 15
103 -91 47 70
112 -60 40 31
78 -93 43 47
99 -99 68 8
53 -86 109 37
61 -82 102 50
99 -103 49 8
84 -97 -24 10
119 -134 33 42
100 -99 59 13
98 -99 44 14
138 -166 24 37
82 -94 44 23
132 -9 12 26
95 -107 55 38
105 -104 40 6
34 -96 18 38
149 -148 17 74
90 -107 29 19
99 -98 73 17
15 -95 20 19
112 -115 42 39
107 -79 43 26
16 -88 7 64
98 -99 77 8
85 -95 71 22
69 -152 84 65
112 -115 42 39
101 -100 49 7
111 -110 46 16
76 -93 82 17
99 -101 47 18
136 -152 26 4
108 -65 41 36
113 -55 32 16
73 -128 72 31
104 -90 46 74
98 -114 47 9
62 -99 39 51
144 -154 29 47
94 -99 32 25
50 -149 89 46
49 -141 91 65
84 -100 -11 51
123 -150 34 54
103 -89 46 6
126 -136 29 28
10 -93 4 61
84 -91 74 10
85 -98 46 25
63 -140 84 52
158 -166 11 48
55 -97 31 33
115 -124 42 40
94 -95 47 6
29 -83 13 35
97 -109 47 9
108 -111 45 41
102 -102 45 8
98 -98 78 24
149 -175 26 78
62 -80 101 56
137 -135 28 31
22 -88 18 69
124 -12 17 67
133 -152 32 9
124 1 17 44
74 -132 74 10
97 -97 102 13
116 -55 31 43
96 -96 106 50
117 -29 27 76
123 -30 30 42
92 -119 44 12
83 -94 -14 48
72 -96 -13 44
65 -97 39 6
-3 -87 18 18
90 -94 65 3
99 -98 70 20
76 -90 83 38
63 -151 90 16
106 -106 48 50
47 -99 28 28
72 -96 -37 24
119 -148 25 51
126 -143 36 42
95 -103 42 3
88 -94 67 25
89 -97 24 29
121 -32 24 28
103 -90 47 75
80 -92 79 8
97 -97 92 11
70 -128 72 22
127 -4 27 32
93 -98 20 29
-14 -72 14 63
109 -68 41 24
116 -124 40 35
89 -97 -1 25
109 -107 47 27
97 -98 89 3
51 -149 91 14
98 -101 46 21
-6 -98 7 34
159 -170 24 68
89 -91 42 3
97 -102 45 3
111 -116 42 34
65 -95 -26 45
84 -114 14 27
136 -174 16 88
98 -98 75 20
91 -98 29 6
99 -103 49 12
97 -97 94 34
100 -119 46 14
100 -101 50 3
123 -13 18 47
73 -92 39 41
88 -112 25 16
97 -97 94 28
99 -105 48 3
130 -10 25 20
96 -97 102 29
98 -103 45 12
116 -132 38 9
98 -102 44 20
104 -110 47 63
104 -106 33 8
80 -115 15 29
100 -99 62 30
151 -150 23 64
97 -102 46 7
73 -94 -33 85
112 -59 32 12
103 -103 37 3
69 -95 -37 25
74 -99 -29 44
61 -91 39 6
82 -115 65 39
99 -99 50 3
91 -95 44 3
97 -97 101 45
64 -92 -31 31
30 -77 16 18
95 -99 35 19
82 -95 72 32
136 -139 36 13
103 -89 46 68
105 -105 37 3
125 -27 28 6
68 -83 98 46
96 -115 48 5
100 -99 56 9
89 -109 25 15
97 -99 31 50
86 -99 -27 32
65 -149 84 6
106 -107 47 6
159 -169 22 52
31 -81 20 14
5 -72 5 66
93 -94 44 8
42 -146 97 52
122 -23 31 39
137 -161 29 51
112 -52 34 11
76 -85 87 38
7 -82 8 11
151 -169 16 36
121 -11 12 57
62 -78 107 12
70 -131 74 9
104 -109 46 63
129 -2 27 98
138 -152 26 34
77 -95 -25 25
159 -168 25 49
104 -103 36 3
58 -152 90 62
86 -107 18 22
100 -99 55 6
105 -106 32 6
100 -104 49 11
91 -110 28 7
94 -119 46 8
107 -79 43 30
94 -98 23 17
110 -66 39 12
56 -79 111 32
99 -98 74 8
100 -99 60 13
76 -119 68 18
142 -180 25 34
64 -98 38 30
73 -130 73 12
107 -73 44 37
108 -66 40 53
-10 -82 5 28
124 -155 33 20
0 -93 0 81
106 -74 40 8
69 -128 72 29
89 -91 43 9
73 -122 72 12
119 -154 31 16
8 -78 12 81
103 -104 36 9
121 -155 32 32
124 -13 20 8
86 -96 -4 24
145 -156 22 12
-4 -68 11 28
163 -162 17 40
96 -97 104 41
128 -13 24 17
100 -99 62 5
137 -133 30 47
96 -105 55 40
51 -95 25 13
76 -119 68 9
93 -106 31 20
91 -99 23 11
75 -94 -26 57
120 -39 28 34
101 -99 48 9
42 -94 29 17
99 -98 76 16
96 -98 56 24
128 -174 15 24
79 -90 81 21
99 -98 70 3
75 -99 -3 19
97 -102 45 3
108 -75 44 47
119 -17 14 80
100 -99 62 3
47 -149 88 17
72 -138 80 16
74 -91 85 6
113 -56 35 13
78 -96 -10 52
63 -88 33 26
71 -96 40 4
110 -65 36 3
74 -125 72 17
73 -99 -33 18
18 -87 25 48
107 -71 42 48
1 -92 3 37
98 -98 86 24
31 -80 15 18
97 -118 47 13
49 -92 34 19
97 -99 39 3
61 -138 82 33
99 -98 71 13
116 -48 33 38
107 -105 35 10
3 -80 4 24
100 -99 61 5
98 -98 79 29
58 -146 85 45
108 -70 39 9
126 -136 37 26
83 -107 16 8
66 -85 100 16
64 -88 97 24
105 -106 48 58
75 -94 -19 60
77 -95 -40 40
81 -112 23 19
-16 -89 13 59
99 -99 67 10
147 -146 25 67
89 -117 62 5
108 -119 41 49
21 -96 9 33
89 -110 21 24
99 -98 76 4
116 -45 29 18
120 -23 31 18
64 -130 78 29
87 -99 17 28
48 -154 92 32
90 -108 25 6
83 -91 75 12
60 -87 29 25
41 -153 92 20
140 -160 26 23
106 -99 35 11
128 -16 16 39
84 -95 44 9
96 -97 104 35
98 -98 76 26
115 -53 36 44
-5 -75 1 98
102 -105 37 4
71 -91 -14 31
79 -117 66 14
59 -140 87 26
90 -99 22 3
97 -97 97 30
49 -87 32 55
114 -48 31 18
158 -154 20 33
118 -38 24 42
58 -148 89 9
134 -186 23 47
24 -77 26 36
69 -92 -29 74
34 -85 15 15
121 -159 30 64
99 -99 69 11
93 -98 28 41
103 -89 48 12
41 -149 96 45
78 -137 78 16
90 -109 30 3
85 -91 39 7
150 -146 18 56
127 -165 16 20
128 -179 25 38
90 -114 59 34
65 -83 96 54
94 -108 33 7
-2 -84 1 76
119 -144 29 34
53 -95 26 32
120 -31 30 37
96 -97 102 16
97 -97 94 3
100 -99 55 9
90 -116 62 30
57 -87 34 43
87 -110 12 12
105 -85 46 28
112 -125 37 9
130 -12 10 40
119 -18 15 91
104 -105 34 7
-7 -73 8 54
93 -118 46 6
149 -162 17 81
115 -114 44 27
98 -98 84 32
98 -108 48 5
98 -102 44 10
89 -109 27 14
80 -95 -6 57
97 -97 102 17
79 -99 40 23
101 -100 48 14
-1 -83 16 24
99 -119 46 9
73 -86 88 34
74 -99 -31 53
87 -96 12 23
1 -89 4 53
98 -99 43 12
120 -18 14 19
99 -99 69 3
100 -99 59 3
93 -109 58 47
39 -81 21 40
166 -159 18 54
114 -40 33 8
57 -84 106 18
69 -131 75 20
42 -93 26 9
129 -125 32 15
75 -138 74 36
123 -22 20 50
98 -98 79 15
97 -98 48 7
91 -111 30 15
92 -111 23 13
139 -180 24 52
94 -97 59 46
131 -11 24 22
142 -167 22 54
99 -98 74 13
104 -105 34 3
152 -148 20 71
116 -51 37 49
42 -148 97 38
91 -114 59 27
99 -99 68 3
128 -156 32 12
99 -99 72 15
102 -101 46 7
55 -93 37 29
103 -99 40 10
97 -116 46 11
57 -82 111 67
1 -70 15 88
98 -98 79 28
98 -98 82 3
95 -97 58 34
129 -143 34 30
33 -93 17 12
76 -98 -4 26
96 -104 38 12
112 -45 33 7
-8 -82 8 87
115 -46 34 19
103 -104 41 9
98 -98 78 6
114 -139 38 14
124 -20 22 54
88 -109 28 23
100 -99 57 12
96 -97 103 35
85 -107 17 10
69 -97 -19 14
64 -86 96 43
95 -97 57 11
80 -97 -24 58
98 -98 81 8
118 -44 28 62
93 -99 22 5
124 3 13 83
76 -100 -40 77
118 -41 25 18
105 -105 37 14
98 -98 80 6
72 -147 79 12
52 -96 30 29
114 -47 36 23
100 -104 49 3
69 -90 35 34
98 -106 48 3
107 -106 46 23
60 -86 102 58
85 -88 41 17
76 -95 -23 27
19 -90 20 16
97 -110 48 6
104 -106 47 3
39 -85 23 23
105 -77 42 50
115 -45 35 53
85 -92 40 6
119 -20 31 41
86 -113 15 29
119 -40 30 65
106 -74 39 24
99 -105 49 3
95 -98 27 24
130 6 22 36
150 -163 27 47
84 -113 64 39
100 -99 57 10
116 -39 34 28
61 -81 107 37
121 -30 34 51
95 -104 39 3
97 -98 94 39
94 -113 46 7
123 -2 9 50
86 -109 24 22
115 -33 24 60
80 -96 41 53
57 -80 112 67
6 -78 13 12
134 -154 27 27
103 -100 44 4
98 -97 86 27
95 -112 48 7
85 -96 13 24
41 -155 96 24
100 -99 61 29
80 -115 14 12
98 -99 43 37
11 -94 15 57
85 -111 19 34
136 -139 34 10
158 -171 22 70
126 -7 27 24
95 -99 40 12
50 -152 90 46
105 -106 47 29
88 -115 25 6
96 -97 103 18
106 -75 41 38
98 -99 38 29
120 -27 24 48
112 -56 33 47
40 -89 28 38
